CycID	BH.Q	ADJ.P	PER	LAG	AMP
0610005C13Rik	0.0735761095086281	0.0208333333333333	24	9	25.8455660251667
0610007C21Rik	0.483449930872753	0.169642857142857	30	0	5.1145033483223
0610007L01Rik	0.0735761095086281	0.0208333333333333	24	6	0.709019505029656
0610007N19Rik	1	0.732142857142857	24	12	1.05426439094399
0610007P08Rik	1	1	30	12	0.0697631550318646
0610007P14Rik	1	0.732142857142857	24	18	27.0859727407241
0610007P22Rik	1	1	30	27	0.797807368009346
0610008F07Rik	1	1	24	0	0.790280216323616
0610009B14Rik	1	1	30	12	0.0487647706363928
0610009B22Rik	1	0.732142857142857	24	0	2.61615366903399
0610009D07Rik	0.483449930872753	0.169642857142857	30	0	4.57356666071459
0610009L18Rik	0.0735761095086281	0.0208333333333333	24	21	0.656347120899071
0610009O20Rik	0.0735761095086281	0.0208333333333333	24	6	0.256255497502005
0610010B08Rik	1	1	30	27	0.0493150411335123
0610010F05Rik	1	0.732142857142857	24	12	0.179378848251403
0610010K14Rik	0.483449930872753	0.169642857142857	30	0	1.28651007769081
0610010O12Rik	0.0735761095086281	0.0208333333333333	24	21	39.0824989029617
0610011F06Rik	0.0735761095086281	0.0208333333333333	24	6	6.37269379942658
0610011L14Rik	1	0.732142857142857	24	6	0.761009531116398
0610012G03Rik	1	1	24	6	0.398419315859562
0610012H03Rik	1	0.732142857142857	24	6	0.0450154783505074
0610030E20Rik	0.0735761095086281	0.0208333333333333	24	18	1.07300272064543
0610031J06Rik	1	1	24	12	4.41623540190058
0610031O16Rik	1	1	0	0	0
0610037L13Rik	0.0735761095086281	0.0208333333333333	24	6	0.219811213999648
0610037P05Rik	1	1	24	18	0.620627621847436
0610038B21Rik	0.0735761095086281	0.0208333333333333	24	18	0.0249916992315449
0610038L08Rik	0.483449930872753	0.169642857142857	30	0	0.143995224920829
0610039K10Rik	0.0735761095086281	0.0208333333333333	24	9	0.094718721106891
0610040B10Rik	1	1	24	18	0.230796117845384
0610040F04Rik	0.0735761095086281	0.0208333333333333	24	15	0.172072844211489
0610040J01Rik	0.0735761095086281	0.0208333333333333	24	9	6.26157196876312
0610043K17Rik	1	0.732142857142857	24	18	0.0450500205167684
0910001L09Rik	1	0.732142857142857	24	12	9.66827101916366
100043387	1	0.732142857142857	24	0	0.276536027093216
1100001G20Rik	0.0735761095086281	0.0208333333333333	24	0	1.10084858568856
1110001A16Rik	1	1	24	12	0.77163734603763
1110001J03Rik	1	0.732142857142857	24	12	2.24598326908283
1110002B05Rik	0.0735761095086281	0.0208333333333333	24	0	3.31212351841685
1110002L01Rik	0.0735761095086281	0.0208333333333333	24	18	0.249043008333902
1110002N22Rik	0.0735761095086281	0.0208333333333333	24	12	0.338690006052732
1110003E01Rik	0.483449930872753	0.169642857142857	30	0	2.83889230510775
1110004E09Rik	0.0735761095086281	0.0208333333333333	24	18	0.385465119628222
1110004F10Rik	1	1	30	27	0.578766900401189
1110005A03Rik	1	1	30	3	0.147007499808685
1110006O24Rik	1	0.732142857142857	24	0	0.461305857444386
1110007C09Rik	0.0735761095086281	0.0208333333333333	24	12	17.2408189602466
1110008F13Rik	0.0735761095086281	0.0208333333333333	24	9	1.52427473286478
1110008J03Rik	1	1	24	6	0.00950351513914713
1110008L16Rik	0.0735761095086281	0.0208333333333333	24	6	0.195990554308428
1110008P14Rik	1	1	24	12	3.17978848431779
1110012J17Rik	0.0735761095086281	0.0208333333333333	24	18	0.0280480975825456
1110012L19Rik	0.0735761095086281	0.0208333333333333	24	3	1.47438834945207
1110014N23Rik	1	0.732142857142857	24	0	0.717713382904346
1110015O18Rik	1	1	0	0	0
1110017D15Rik	0.0735761095086281	0.0208333333333333	24	15	0.133447489842564
1110017F19Rik	0.0735761095086281	0.0208333333333333	24	21	2.70330457981523
1110018G07Rik	1	0.732142857142857	24	0	0.839731729065896
1110018J18Rik	0.0735761095086281	0.0208333333333333	24	21	0.586152630730682
1110019D14Rik	1	0.732142857142857	24	0	0.274873619050647
1110020A21Rik	1	0.732142857142857	24	18	0.372726590965147
1110020G09Rik	1	1	30	27	0.304282190080195
1110021J02Rik	1	1	24	6	0.0701803480327646
1110021L09Rik	0.0735761095086281	0.0208333333333333	24	0	4.03022581005085
1110028C15Rik	0.0735761095086281	0.0208333333333333	24	18	0.0553028213566
1110028F11Rik	1	1	30	12	0.0185018731938147
1110028F18Rik	1	1	24	18	0.0223665653063898
1110031I02Rik	1	0.732142857142857	24	12	0.516435437639593
1110032A03Rik	1	0.732142857142857	24	0	1.24411902615867
1110032A04Rik	0.483449930872753	0.169642857142857	30	15	0.157687640631725
1110032F04Rik	0.0735761095086281	0.0208333333333333	24	18	0.0267386418898053
1110034A24Rik	1	1	24	0	0.081673661654171
1110034B05Rik	0.0735761095086281	0.0208333333333333	24	0	0.13117184344401
1110034G24Rik	1	0.732142857142857	24	6	0.20097388934884
1110035M17Rik	0.483449930872753	0.169642857142857	30	0	0.0469727499208318
1110036E04Rik	1	1	30	12	0.0549554197950029
1110037F02Rik	1	0.732142857142857	24	0	0.0875963880533897
1110038B12Rik	1	1	24	6	9.21006582495479
1110038D17Rik	1	0.732142857142857	24	0	3.41309836677028
1110038F14Rik	0.0735761095086281	0.0208333333333333	24	21	1.63856793744187
1110046J04Rik	1	0.732142857142857	24	12	0.486227835947306
1110049F12Rik	0.0735761095086281	0.0208333333333333	24	3	2.16512560865415
1110050K14Rik	1	0.732142857142857	24	0	0.394127177697758
1110051M20Rik	1	1	30	12	0.100274105533283
1110054M08Rik	1	0.732142857142857	24	0	3.4489840359155
1110054O05Rik	0.0735761095086281	0.0208333333333333	24	0	0.358103622730209
1110057K04Rik	0.0735761095086281	0.0208333333333333	24	21	0.515692975519349
1110058L19Rik	0.0735761095086281	0.0208333333333333	24	9	3.69396118025758
1110059E24Rik	0.0735761095086281	0.0208333333333333	24	0	5.27533478570318
1110059G10Rik	1	0.732142857142857	24	6	0.466580874032038
1110059M19Rik	1	1	0	0	0
1110065P20Rik	0.0735761095086281	0.0208333333333333	24	9	2.21875965800715
1110067D22Rik	1	0.732142857142857	24	18	3.9284731442381
1190002F15Rik	0.0735761095086281	0.0208333333333333	24	9	0.647675163334599
1190002H23Rik	0.0735761095086281	0.0208333333333333	24	12	1.12305880968563
1190002N15Rik	0.0735761095086281	0.0208333333333333	24	21	0.448705214603642
1190003J15Rik	1	0.732142857142857	24	12	1.6198755696812
1190003K10Rik	1	1	0	0	0
1190005F20Rik	0.0735761095086281	0.0208333333333333	24	18	2.08112132304919
1190005I06Rik	1	1	30	12	0.116166330440451
1190007F08Rik	1	0.732142857142857	24	0	0.206920657378619
1190007I07Rik	1	0.732142857142857	24	12	1.23946272800456
1200009I06Rik	1	0.732142857142857	24	0	5.85685940255099
1200011I18Rik	0.0735761095086281	0.0208333333333333	24	3	0.452530662289861
1200011M11Rik	1	1	24	0	0.214331136445454
1200014J11Rik	1	0.732142857142857	24	6	0.122909300705846
1200016B10Rik	0.0735761095086281	0.0208333333333333	24	0	0.254668042778241
1300001I01Rik	0.0735761095086281	0.0208333333333333	24	6	0.885789129258482
1300002E11Rik	1	0.732142857142857	24	0	1.80379404346782
1300002K09Rik	0.0735761095086281	0.0208333333333333	24	3	0.511609433857997
1300010F03Rik	0.0735761095086281	0.0208333333333333	24	3	0.997009954871315
1300014I06Rik	0.0735761095086281	0.0208333333333333	24	18	1.07794893257983
1300015D01Rik	1	0.732142857142857	24	0	0.0221828589646375
1300017J02Rik	1	1	30	0	0.00812536402261462
1300018I17Rik	1	1	30	27	1.03768627245907
1300018J18Rik	0.483449930872753	0.169642857142857	30	0	0.273353339471096
1500001M20Rik	0.0735761095086281	0.0208333333333333	24	6	1.24888846139777
1500002O10Rik	0.483449930872753	0.169642857142857	24	12	0.0232134317428779
1500002O20Rik	1	1	30	0	0.336752533472282
1500003O03Rik	1	1	24	18	16.5300352237979
1500004A13Rik	0.0735761095086281	0.0208333333333333	24	21	0.0328783440048309
1500009C09Rik	1	1	0	0	0
1500009L16Rik	0.0735761095086281	0.0208333333333333	24	0	0.95645384543636
1500010J02Rik	1	1	30	12	0.100771908707239
1500011B03Rik	0.0735761095086281	0.0208333333333333	24	9	0.645517780545197
1500011H22Rik	1	1	24	12	0.107720647045959
1500011K16Rik	1	0.732142857142857	24	0	1.84660935906867
1500012F01Rik	0.0735761095086281	0.0208333333333333	24	6	5.07310224628383
1500012K07Rik	1	1	30	18	0.0521943799465038
1500015A07Rik	1	0.732142857142857	24	0	0.357166706245137
1500015L24Rik	0.483449930872753	0.169642857142857	24	3	0.0267173226203525
1500015O10Rik	1	1	30	0	0.0245628389687552
1500016L03Rik	1	1	0	0	0
1500017E21Rik	0.0735761095086281	0.0208333333333333	24	12	0.0465194944740912
1500031L02Rik	0.483449930872753	0.169642857142857	30	0	1.82475975953
1500032L24Rik	1	1	30	18	11.9706106987071
1520402A15Rik	0.0735761095086281	0.0208333333333333	24	15	0.0758643551826548
1600002D24Rik	1	1	0	0	0
1600002H07Rik	0.0735761095086281	0.0208333333333333	24	6	0.107022379099537
1600002K03Rik	1	1	30	27	1.20232901539055
1600010M07Rik	0.0735761095086281	0.0208333333333333	24	21	0.302271531947891
1600012F09Rik	1	1	24	12	0.146554951468724
1600012H06Rik	0.0735761095086281	0.0208333333333333	24	0	0.250103668505683
1600014C10Rik	1	0.732142857142857	24	6	1.72251565450434
1600014C23Rik	1	1	0	0	0
1600014K23Rik	1	1	0	0	0
1600015I10Rik	1	0.732142857142857	24	0	0.0407053089657848
1600016N20Rik	0.0735761095086281	0.0208333333333333	24	18	0.633118663137093
1600019K03Rik	1	1	0	0	0
1600020E01Rik	1	0.732142857142857	24	18	0.908985767215308
1600021P15Rik	1	0.732142857142857	24	0	2.41515856648171
1600025M17Rik	1	1	0	0	0
1600027N09Rik	0.0735761095086281	0.0208333333333333	24	9	0.78499105760034
1600029D21Rik	0.0735761095086281	0.0208333333333333	24	12	0.114376289623877
1600029I14Rik	1	1	30	12	0.0791163392693317
1600029O15Rik	1	1	30	27	0.0122320280757117
