CycID	BH.Q	ADJ.P	PER	LAG	AMP
1700019N12Rik	0.575277228238234	0.169642857142857	24	15	0.100170549745178
1700019N19Rik	1	1	0	0	0
1700019O17Rik	1	1	0	0	0
1700020A23Rik	1	1	30	0	0.110152387266459
1700020D05Rik	0.575277228238234	0.169642857142857	30	15	0.369470364237783
1700020G17Rik	1	1	0	0	0
1700020I14Rik	1	0.732142857142857	24	6	0.430840161776964
1700020L24Rik	1	1	30	27	0.849475660510647
1700020M21Rik	1	1	0	0	0
1700020N01Rik	1	0.732142857142857	24	18	0.0742172206465588
1700020N15Rik	1	1	0	0	0
1700020N18Rik	1	1	0	0	0
1700020O03Rik	1	0.732142857142857	24	18	0.284935748546931
1700021C14Rik	1	1	30	27	0.177836648361635
1700021F05Rik	0.0915635430442723	0.0208333333333333	24	9	3.1002990755107
1700021F07Rik	1	1	0	0	0
1700021K19Rik	1	0.732142857142857	24	12	0.34356904284292
1700021N21Rik	1	1	0	0	0
1700022A21Rik	1	1	0	0	0
1700022A22Rik	1	1	0	0	0
1700022E09Rik	1	1	0	0	0
1700022H16Rik	1	1	0	0	0
1700022I11Rik	0.0915635430442723	0.0208333333333333	24	21	0.0657248682045084
1700022P22Rik	0.0915635430442723	0.0208333333333333	24	12	0.293330873806569
1700023A16Rik	1	1	0	0	0
1700023C21Rik	1	1	0	0	0
1700023E05Rik	0.0915635430442723	0.0208333333333333	24	12	0.0215106125477635
1700023F02Rik	1	1	0	0	0
1700023F06Rik	1	1	0	0	0
1700023L04Rik	1	1	0	0	0
1700024B18Rik	1	1	0	0	0
1700024F13Rik	0.0915635430442723	0.0208333333333333	24	12	0.0705848131116036
1700024G13Rik	1	1	0	0	0
1700024P03Rik	1	1	30	9	0.0840905526322666
1700024P04Rik	1	1	0	0	0
1700024P16Rik	1	0.732142857142857	24	12	3.08185419512345
1700025B11Rik	1	1	0	0	0
1700025C18Rik	1	1	0	0	0
1700025E21Rik	1	1	30	0	0.0307941467672836
1700025F22Rik	1	1	0	0	0
1700025F24Rik	1	1	0	0	0
1700025G04Rik	0.0915635430442723	0.0208333333333333	24	9	0.414276185427669
1700025K23Rik	0.0915635430442723	0.0208333333333333	24	3	0.135525853449167
1700025K24Rik	1	1	0	0	0
1700025M24Rik	1	1	0	0	0
1700025N23Rik	0.0915635430442723	0.0208333333333333	24	21	0.262195194463972
1700026D08Rik	1	1	0	0	0
1700026D11Rik	1	1	30	0	0.0545805824902959
1700026F02Rik	1	1	0	0	0
1700026J04Rik	1	0.732142857142857	24	0	0.101709037324345
1700026L06Rik	1	0.732142857142857	24	18	0.12400814464381
1700027A15Rik	1	1	0	0	0
1700027A23Rik	1	1	30	27	0.0420968951111599
1700027D21Rik	1	1	24	18	0.110604546697689
1700027F09Rik	0.0915635430442723	0.0208333333333333	24	21	0.704455130757098
1700027H10Rik	1	1	0	0	0
1700027I24Rik	1	1	0	0	0
1700027J07Rik	1	1	0	0	0
1700028B04Rik	1	1	0	0	0
1700028D13Rik	1	1	0	0	0
1700028E10Rik	1	1	30	27	0.201782819506518
1700028I16Rik	1	1	0	0	0
1700028J19Rik	0.0915635430442723	0.0208333333333333	24	12	0.238412011432153
1700028K03Rik	1	0.732142857142857	24	12	0.117999186572625
1700028M03Rik	1	1	0	0	0
1700028P14Rik	1	1	0	0	0
1700028P15Rik	1	1	0	0	0
1700029B22Rik	1	1	0	0	0
1700029F09Rik	0.0915635430442723	0.0208333333333333	24	0	0.686339055023099
1700029F12Rik	1	1	0	0	0
1700029G01Rik	1	0.732142857142857	24	12	2.13916064764898
1700029H14Rik	1	1	30	9	0.0313728429570066
1700029I01Rik	0.575277228238234	0.169642857142857	30	0	0.13474697532969
1700029I15Rik	1	0.732142857142857	24	12	0.316193403809282
1700029J03Rik	1	1	0	0	0
1700029J07Rik	1	0.732142857142857	24	6	0.158149805623908
1700029J11Rik	1	1	30	12	0.341217205688693
1700029M20Rik	1	1	0	0	0
1700029N11Rik	1	1	0	0	0
1700029P11Rik	1	1	0	0	0
1700030A11Rik	0.575277228238234	0.169642857142857	30	15	3.90074748734778
1700030C10Rik	1	0.732142857142857	24	12	0.530107347253837
1700030F04Rik	1	1	0	0	0
1700030F18Rik	1	1	0	0	0
1700030J22Rik	1	0.732142857142857	24	12	0.0930835366753971
1700030K09Rik	0.0915635430442723	0.0208333333333333	24	12	0.325930971293003
1700030L20Rik	1	1	24	6	0.599944748497726
1700030M09Rik	1	1	0	0	0
1700030N03Rik	1	1	0	0	0
1700030O20Rik	1	1	0	0	0
1700031A10Rik	1	1	0	0	0
1700031F05Rik	1	1	0	0	0
1700031M16Rik	1	1	0	0	0
1700031P21Rik	0.575277228238234	0.169642857142857	24	21	0.528892891357149
1700034E13Rik	1	1	0	0	0
1700034F02Rik	1	1	24	6	0.0286119445298637
1700034G24Rik	1	1	0	0	0
1700034H14Rik	1	1	24	6	0.69187570111979
1700034H15Rik	1	1	24	6	0.0382753365122372
1700034I23Rik	0.0915635430442723	0.0208333333333333	24	15	0.0790287287391427
1700034J05Rik	1	1	30	12	0.0986357391212739
1700034K08Rik	1	1	0	0	0
1700034O15Rik	1	1	0	0	0
1700034P13Rik	1	1	30	27	1.05250723059274
1700036G14Rik	1	1	0	0	0
1700037C18Rik	0.0915635430442723	0.0208333333333333	24	18	0.0759114484942818
1700037H04Rik	1	1	30	3	0.245514545495781
1700039E15Rik	1	1	0	0	0
1700039E22Rik	1	1	0	0	0
1700040I03Rik	0.0915635430442723	0.0208333333333333	24	12	0.656219841678458
1700040L02Rik	0.0915635430442723	0.0208333333333333	24	6	0.0424454987542849
1700040N02Rik	1	0.732142857142857	24	12	0.293352440563395
1700041C23Rik	1	1	0	0	0
1700041M19Rik	1	1	0	0	0
1700042B14Rik	1	1	0	0	0
1700042G07Rik	1	1	0	0	0
1700042G15Rik	1	1	0	0	0
1700042O10Rik	1	0.732142857142857	24	0	0.233939207487757
1700044C05Rik	1	1	0	0	0
1700044K03Rik	1	1	0	0	0
1700045H11Rik	1	1	24	6	0.0558419902772546
1700045I19Rik	1	1	0	0	0
1700046C09Rik	1	1	0	0	0
1700047G03Rik	1	1	0	0	0
1700047I17Rik2	1	1	0	0	0
1700047L14Rik	1	1	0	0	0
1700047M11Rik	1	1	0	0	0
1700048M11Rik	1	1	24	0	0.186668412058656
1700048O20Rik	1	1	30	21	0.00706116831692886
1700049E15Rik	1	1	0	0	0
1700049E22Rik	1	1	0	0	0
1700049G17Rik	1	1	30	27	0.423330687760762
1700049L16Rik	1	1	0	0	0
1700051A21Rik	1	1	0	0	0
1700052I22Rik	1	1	0	0	0
1700052K11Rik	0.0915635430442723	0.0208333333333333	24	3	0.254551370159345
1700052N19Rik	0.0915635430442723	0.0208333333333333	24	0	0.902066727361396
1700054A03Rik	0.0915635430442723	0.0208333333333333	24	12	0.155853511707344
1700054K19Rik	1	1	0	0	0
1700054M17Rik	1	1	0	0	0
1700054N08Rik	1	0.732142857142857	24	12	0.403386740997396
1700054O13Rik	0.575277228238234	0.169642857142857	24	6	0.151353024532465
1700055C04Rik	1	1	0	0	0
1700055N04Rik	1	1	30	0	0.0194586593794382
1700056E22Rik	1	1	24	0	0.0700010964637341
1700057G04Rik	1	1	24	6	0.177267780956171
1700057H15Rik	1	1	0	0	0
1700057K13Rik	1	1	0	0	0
1700058G18Rik	0.575277228238234	0.169642857142857	24	15	0.105324085387822
1700060C16Rik	1	1	0	0	0
1700060C20Rik	1	1	30	9	0.0232885618383789
1700061F12Rik	1	1	0	0	0
1700061G19Rik	1	0.732142857142857	24	0	0.0533346603418453
1700061I17Rik	1	1	0	0	0
1700061J05Rik	1	1	0	0	0
1700063A18Rik	1	1	0	0	0
1700063D05Rik	1	0.732142857142857	24	12	0.525508324749
1700063O14Rik	1	1	0	0	0
1700064J06Rik	1	1	0	0	0
1700064M15Rik	1	1	0	0	0
1700065D16Rik	0.0915635430442723	0.0208333333333333	24	3	0.0275044385338303
1700065I16Rik	1	1	0	0	0
1700065I17Rik	1	1	0	0	0
1700065J11Rik	1	1	0	0	0
1700065J18Rik	1	1	0	0	0
1700065O20Rik	1	1	0	0	0
1700066B17Rik	1	1	0	0	0
1700066B19Rik	1	1	30	27	0.373239243381507
1700066J24Rik	1	0.732142857142857	24	18	0.506948893063196
1700066M21Rik	0.0915635430442723	0.0208333333333333	24	0	0.337563938503693
1700066N21Rik	1	1	0	0	0
1700066O22Rik	1	1	0	0	0
1700067G17Rik	1	1	0	0	0
1700067K01Rik	0.0915635430442723	0.0208333333333333	24	15	0.165745475956736
1700067P10Rik	1	1	0	0	0
1700069L16Rik	1	1	0	0	0
1700069P05Rik	1	1	0	0	0
1700071K01Rik	1	1	30	9	0.0460837045648459
1700071M16Rik	0.0915635430442723	0.0208333333333333	24	21	0.24578183185907
1700072B07Rik	1	1	0	0	0
1700072O05Rik	1	1	0	0	0
1700073E17Rik	1	1	0	0	0
1700074H08Rik	1	1	24	6	0.134237858447235
1700074P13Rik	1	1	0	0	0
1700080E11Rik	1	1	0	0	0
1700080N15Rik	1	1	0	0	0
1700080O16Rik	1	1	0	0	0
1700081H04Rik	1	0.732142857142857	24	12	0.170458342653345
1700081H22Rik	1	1	0	0	0
1700081L11Rik	0.0915635430442723	0.0208333333333333	24	15	0.636891077814724
1700084C01Rik	1	0.732142857142857	24	12	0.067378967742399
1700084E18Rik	1	0.732142857142857	24	18	0.449580966352141
1700084F23Rik	1	1	0	0	0
1700084J12Rik	0.0915635430442723	0.0208333333333333	24	6	0.161292471002214
1700085B03Rik	1	1	0	0	0
1700085C21Rik	1	1	24	6	0.0301150767699711
1700086L19Rik	1	1	30	21	0.0335203969621483
1700086O06Rik	1	0.732142857142857	24	12	0.31675802857406
1700088E04Rik	1	0.732142857142857	24	18	0.768218484750595
1700090G07Rik	1	1	0	0	0
1700091E21Rik	1	1	0	0	0
1700092C02Rik	1	1	0	0	0
1700092C10Rik	1	1	0	0	0
1700092E19Rik	1	1	0	0	0
1700092K14Rik	1	1	0	0	0
1700092M07Rik	1	1	30	27	0.297740745247438
1700093K21Rik	1	1	30	0	0.0439144423815218
1700094D03Rik	0.0915635430442723	0.0208333333333333	24	12	0.191622402167648
1700094J05Rik	0.0915635430442723	0.0208333333333333	24	9	0.472128126730446
1700094M24Rik	1	1	0	0	0
1700095A21Rik	1	1	30	0	0.0404951568304162
1700095B10Rik	0.575277228238234	0.169642857142857	24	6	0.0552613141885442
1700095B22Rik	1	1	0	0	0
1700096J18Rik	1	0.732142857142857	24	12	0.332203008442127
1700096K18Rik	1	1	24	0	0.199807163159883
1700097N02Rik	1	1	24	6	0.552101550129254
1700100L14Rik	0.575277228238234	0.169642857142857	24	6	0.0865625979392948
1700101E01Rik	1	1	24	6	0.0770272983503333
1700101I11Rik	1	1	0	0	0
1700101O22Rik	1	1	0	0	0
1700102H20Rik	1	1	0	0	0
1700102P08Rik	0.0915635430442723	0.0208333333333333	24	18	0.153047605933579
1700104A03Rik	1	1	0	0	0
1700105P06Rik	0.575277228238234	0.169642857142857	24	15	0.165554203572425
1700106J16Rik	1	1	0	0	0
1700106N22Rik	0.0915635430442723	0.0208333333333333	24	21	0.286544416474131
1700108F19Rik	0.0915635430442723	0.0208333333333333	24	9	0.369135902730282
1700108J01Rik	0.0915635430442723	0.0208333333333333	24	3	0.151501163403124
1700108M19Rik	1	1	0	0	0
1700109F18Rik	0.0915635430442723	0.0208333333333333	24	12	0.0314200423346508
1700109G14Rik	1	1	0	0	0
1700109G15Rik	1	1	0	0	0
1700109H08Rik	0.0915635430442723	0.0208333333333333	24	9	0.700468109171378
1700109I08Rik	1	1	0	0	0
1700110C19Rik	1	1	24	6	0.108393777346309
1700110I01Rik	1	1	0	0	0
1700110K17Rik	1	0.732142857142857	24	12	1.24286744715597
1700110M21Rik	1	1	0	0	0
1700111N16Rik	1	1	0	0	0
1700112E06Rik	1	1	24	6	0.267277878007141
1700112H15Rik	1	1	0	0	0
1700113A16Rik	1	0.732142857142857	24	0	0.336377766878253
1700113H08Rik	1	1	0	0	0
1700113I22Rik	1	1	24	0	0.0501490735819218
1700119H24Rik	1	1	24	18	0.977126112184349
1700120C14Rik	1	0.732142857142857	24	18	0.44966405139893
1700120E14Rik	0.0915635430442723	0.0208333333333333	24	15	0.90535830942782
1700120G07Rik	1	1	0	0	0
1700120K04Rik	0.0915635430442723	0.0208333333333333	24	21	0.295433809373817
1700121L16Rik	1	1	0	0	0
1700121N20Rik	1	1	0	0	0
