Ptk2,Rapgef3,Tmem14a,Chrnb1,Arfip1,Tgm5,Ano7,Prrc1,Ehd4,Slc39a1,Arfip2,Mapk9,Pla2g10,Atoh1,Enpp3,Bhlha15,Srprb,Serpina1b,Alg1,Mlph,Nras,Spcs2,Stx17,Dll1,Tspan13,S100a6,Orai3,Ptpn4,Galnt5,Rpl41,Hist1h2be,Mfsd7a,Apol7c,Gpr132,Tbc1d2,Tst,Cpox,Sec23b,Golt1b,Slc6a9,Qsox1,Sh3bgrl2,Tmprss2,Mylpf,Gnl3l,Atp2c2,Id4,Pwwp2b,Plcl2,Gja4,Nfkb2,Slc35a2,1700019D03Rik,Ergic1,1600002K03Rik,Gpt2,Derl3,P2rx7,Tmem39a,Klhl28,Txndc5,Fbxl4,Mgat4b,Creb3l1,Il12rb1,BC003331,Kif13a,H2-T22,Esrp2,Srd5a1,Card6,Spaca4,Tnip2,Snx33,Gxylt1,Klc1,Mgat2,BC029214,Ficd,Slc38a10,Tnfaip2,Frmd4b,Rnase1
0.308542358001341,0.0711344530128666,0.212900651612397,-1.12274252092909e-06,0.496378812258492,0.0,0.147813370082192,0.927962236132623,0.0580616890704054,0.116126761209587,1.21634080443518,0.367426941371487,0.0193510824204518,0.313676548808599,0.228780278168849,0.0289212678554213,0.762621906535733,0.859973250717093,0.4923846294326,0.193544925045547,0.881312223432868,4.12857915329603,0.798193553040214,1.00557069494625,2.72278169878347,0.638704181746908,0.193546492836214,0.168513704039206,0.0060108151720738,6.0,0.0347933226684514,0.0292293038394154,0.0,0.0,0.0383722260067515,0.484270943765355,0.418288223545039,1.10401679208781,0.0967714196291242,0.0088027933161927,1.30072796820753,0.298034529572387,0.931384074925569,0.232255663434912,0.260621107720491,0.6915840022294,0.0193527809976988,0.206692032263881,0.327266291487118,0.0,0.290812037688908,0.546174262008238,0.122514499612106,0.998911528377882,0.714191903542721,0.0069664284369034,0.0185057527784449,0.0059657881006401,0.365293040688093,0.0044832803178576,2.89708024173507,0.0601987357363425,1.16943662168615,1.20099478171478,0.0,0.374490227956288,0.318657853710075,0.61666038352019,0.478456354429324,0.341121957789392,0.0580630621703698,0.0,0.135481746357846,0.021908194014212,0.381640757279575,0.676810734437603,0.887786795798725,0.92955913938088,0.0052259244327145,0.869337651126287,0.0,0.22058516572329,1.15013912308472
0.349098308417477,-1.33669510181525e-06,0.440335492709196,0.0965746424394527,0.877104232276296,0.0,0.0423131112992866,1.03272902207486,0.422520631749073,0.355088131978992,1.10610636514581,0.645438686635507,0.0464013723862096,0.0662894591834028,0.0117168459812672,0.0028794132050753,0.827841490189242,0.117182809763704,0.552508558537049,0.473559314953396,1.14383115766906,4.94992972539704,0.38034781472909,0.147652635593933,0.762782885978614,2.67389181446054,0.153389162139433,0.105465971081972,0.0,5.95312483406251,0.0183022889026282,0.254094299737346,0.0,0.0,0.128235158128755,1.84844503660413,0.690992630222858,1.05834635349766,0.217964221220061,0.0299844974123486,0.499361344639233,0.957120394371291,1.05693073264526,0.33569551033779,0.21692433840677,0.0198161833247703,-3.03366754791543e-06,0.378230654261987,0.471257409435811,0.0,0.241514000575696,0.995924954680672,0.144076654170739,0.63540723329462,1.10398077524514,0.0084269142640889,0.0,0.0,0.277880849656163,0.0024476614952268,1.03873850837309,0.0397600786559037,1.96759028758386,0.312824537792243,0.0010145105711442,0.556966001161885,0.366789182394735,0.708787835937452,0.350562360842675,0.291358013244118,0.0436130806924343,0.0,0.0730999915045853,0.0,0.266074787820173,0.486672568732936,1.81585184347883,0.811142544454266,0.0074145101428335,0.855528172466823,0.0,0.396157206253658,0.479902734081535
0.354275167314137,-9.74594519818193e-07,0.369494218822455,-1.14824590230239e-06,0.787121152611113,0.0,0.0578329151920653,0.749495747580303,0.274636692443362,0.253441945312543,1.24507576008842,0.464752607465674,0.0201981730058732,0.0390574183950728,0.0114293259485395,0.0074139732439483,0.847821838877588,0.141182956401247,0.558659525447334,0.483343145432675,0.847526525465379,5.02777251237283,0.487092162656759,0.098989141207926,1.0882902901464,0.918144305928702,0.0274945798286843,0.161614163057905,0.0,6.0,0.0080515018374276,0.0606043015422303,0.0,0.0,0.0958541923829402,1.03680545378054,0.793750906871249,1.23363873970802,0.137958720852157,0.0450825763885208,0.219345592256541,0.570376986329954,1.48985893207569,0.414946014645162,0.256182906092971,0.0993661829135932,-2.12669622712525e-06,0.393814425126617,0.42000453544987,0.0,0.118073220941363,0.712662855081701,0.157945253652426,0.69568189989092,1.16909578379867,0.0,0.0,0.0,0.376758376069768,0.0,0.919184545458169,0.0341497845289781,1.39407877861933,0.349150170250724,0.0,0.54825403140473,0.355782294994068,0.720797111097975,0.455496131027957,0.218493948633125,0.0988958632416133,0.0,0.153104288931259,0.0031108415615119,0.0804413187701257,0.620116699216922,2.16113006216472,0.665228661023216,0.0162880176387455,0.839148919856507,0.0017625854266692,0.357968052153516,0.599400707034342
0.209916191259365,-2.23606387588299e-06,0.363538463773467,0.124478897307265,0.340718411481209,0.0,0.0484108761266707,0.816393481008038,0.417207204746648,0.264735123175605,0.769829910561784,0.295477905858912,0.0321643302160695,0.164904047299175,0.295671067992778,0.0060102964675205,0.612666622374373,0.193765588296775,0.321088598167808,0.224058577502467,0.583874026016117,3.40382785554349,0.245873164206899,0.319973254243508,2.3162736783592,1.37525088596487,0.0995804135156267,0.0497878608387549,0.0064178941073966,5.92531120331552,0.0,0.0980094100474684,0.0,0.0,0.0726230646336466,1.40394802094373,0.341036310668801,0.800939665614883,0.0737834221370514,0.035110559551572,0.269878284894338,0.390900432623303,0.799191877436047,0.149371709271414,0.194209281853159,0.0497642307596826,0.0215918467239959,0.0691804911499364,0.291179388862089,0.0047079475938704,0.5993783088427,0.366598973797096,0.398334672556235,0.360338458690734,0.389013640422378,0.0047079475938704,0.0,0.0,0.0746820534607493,0.0213951632443009,0.463465582106912,0.0252222089345206,1.31061077294278,0.172806535776768,0.0,0.39477646804077,0.199992972362115,0.853846438609338,0.248956657956405,0.248956236497891,0.0497890713321273,0.0,0.122498620142201,0.0065734169024715,0.0964318703780141,0.369611328450712,1.11002728308364,0.901142343137051,0.020077071929256,0.964142817822738,0.0044576914390241,0.124474369885298,0.965262765961864
0.213148392112868,-2.48017161401046e-06,0.378903551961992,0.0612406329049304,0.345324659597573,0.0,0.0206459766353095,1.40002729519974,0.23476102840675,0.256038627240168,0.694382197740141,0.4915950627594,0.0309709866658592,0.0619493225518577,0.388445854703691,0.0,0.592472228312608,0.051626314663692,0.2212013524708,0.189048617985205,0.797543836750138,3.80109543696557,0.21183533526018,0.30484797146755,3.26180312670039,0.289565274069048,0.0206486151081957,0.0386239093095553,0.0,5.88408836075541,0.0089455908300348,0.0412441560444821,0.0019762759728433,0.0,0.0485630820205943,0.253888193907844,0.752414854839833,0.772744851181131,0.164203819280589,0.0107825505733503,0.275846869855368,0.213301151944405,1.10750585728901,0.335432380608319,0.11838082263173,0.0492624235558615,-5.69735891489228e-06,0.34644090462833,0.348334480315326,0.0,0.261742520984869,0.300822758408784,0.0516283660487478,0.24375841336648,0.485723752434766,0.0057978628193153,0.0,0.0,0.256356080955382,0.0084801634720907,0.555831691937281,0.0306005604459989,1.11266651589388,0.147498094428922,0.0,0.360619170265131,0.457950383281192,0.823911165458549,0.229082586854585,0.299758950120388,0.0516312073201172,0.0,0.0821354449427345,0.0118723052801508,0.132956742743795,0.392249158284611,1.54145422592875,0.941900696946595,0.0139176024390602,1.00504323563214,0.0,0.140790030607139,0.861260849950909
0.337847655240487,-6.83772943799416e-07,0.255342298568278,0.0228079430586254,0.833192698451693,0.0,0.0168518033223288,0.816382952601869,0.354690053685969,0.195019740639099,0.937347933380589,0.529910678206991,0.064190092160147,0.0661180778763322,0.0437104084464059,0.004196876687396,0.967862826868258,0.0642238936564724,0.564051356376344,0.349271352912235,0.863362201010665,4.18355278259791,0.369383210653105,0.182816050739943,0.84449319850513,0.834487147166687,0.0337064130255642,0.0837929243691295,0.0038273025324634,5.94943820224654,0.0275939999870919,0.065537354636446,0.0,0.0,0.125298160942075,1.46087261046503,0.661551516722415,0.699500498450486,0.318759833324241,0.0055191162918852,0.431128366938346,0.730381982218005,1.2133729346358,0.328171329506911,0.134829827532643,0.134829496423094,-1.45874870846209e-06,0.213282027556911,0.25327483053333,0.0,0.179010051343788,0.765092016414242,0.160665895070591,0.923213297616833,1.31085059119556,0.0,0.0,0.0051399482155628,0.477392194625397,0.0131539396289518,1.04873570303672,0.0267328764562314,1.63762122878718,0.204583357849217,0.0,0.592881826540842,0.477888768184612,0.485409002121511,0.40334526369076,0.295131525874027,0.0441878413798826,0.0,0.124108720455219,0.0164548798665907,0.257398040466228,0.452094758348583,1.43343372809173,0.586383389426638,0.016698395883923,1.11807457575779,0.0,0.291979904872092,0.192332345216946
0.452125463966513,-1.29726990976898e-06,0.266981025531875,0.0864059833115236,0.806877085888134,0.0,0.0278829084515962,0.757067516453112,0.502972091335627,0.176746526788613,1.22438392308606,0.672271301432533,0.0351671306925652,0.113407119904385,0.0158925360056255,0.001415370149777,1.08708096026073,0.108572637323311,0.699746167458312,0.542527015486254,1.20302826974869,4.62081106637024,0.667744502588739,0.304783636245503,1.2597636905248,0.955469131009593,0.144750025293057,0.194866256919319,0.0006431024839358,6.0,0.0274827076870221,0.0203187592669448,0.0,0.0,0.114122556414015,1.87564822016788,1.0294377446221,1.13021873187014,0.450847571439049,0.0130544308292194,0.693382879058365,1.06945536421454,1.86206704172203,0.351027519420095,0.407135696881316,0.134388882241477,0.0316671737042215,0.283936089617031,0.44697556296147,0.0025518799885575,0.232806799492911,0.841111665116436,0.278261840082247,1.55563085786174,1.32266243307621,0.0135615577464909,0.0022450510916923,0.0082029677454954,0.494894710505281,0.006724322592282,1.32652627822481,0.0609765524814723,2.24860542153493,0.242649705331818,0.0,0.553256808157118,0.811514918057469,0.543664286484899,0.530413962415574,0.448109125960162,0.0883151151143386,0.0024550306391435,0.157959675013417,0.0084408458865796,0.417018508765137,0.650132898571971,1.93089338019251,0.745341986776942,0.0077107852241113,1.2303891442519,0.0,0.444311789529481,0.198624803620397
0.281045715175286,0.0148498380921563,0.294778683100465,0.0692396945391488,0.778665582905343,0.0,0.0134885894978055,0.746004103252075,0.235345990616736,0.23527653922687,0.902651257016634,0.526563054396099,0.0647541271273105,0.0296944395578029,0.0270235239857215,0.0,0.600922859056897,0.0362461605614232,0.436115344116151,0.37650396602107,0.658295703325962,4.52333764292502,0.316553010543083,0.0974889366337894,0.717061814792542,0.672163893278011,0.103956854088229,0.115413802928746,0.0,6.0,0.0290962327629658,0.0742543234533494,0.0,0.0,0.103004009396443,0.897402657228383,0.622166274831258,0.849233721773953,0.231606231920817,0.0055441106767034,0.311871748947907,0.581676159318629,1.61047135173134,0.35643145904366,0.219957833295201,0.0592660818626188,-3.73901023184603e-06,0.3712834723399,0.311312127988943,0.0,0.220566622970398,0.735180631818662,0.205376773256121,0.795290259470034,1.05478995624049,0.0034135645421335,0.0,0.0032502938124362,0.25548141683202,0.0057808432232246,1.02174175653871,0.0691299762497236,1.7716058674687,0.22808989622644,0.0,0.311875212549735,0.496981507174989,0.380396834845646,0.399477647844792,0.177884750983642,0.118809351299954,0.0,0.133659726489364,0.0,0.220351720102171,0.57798429275512,1.42991415433858,0.559499752945118,0.0089339865275996,0.722406117989252,0.0,0.340987482294498,0.218380227262372
0.456632888287081,0.306003473149631,0.847550142011132,0.150326543303298,0.899635820951245,0.0053988864459422,2.17993266499813,2.16535963378414,1.16619049905242,0.545557268954653,2.35563880278026,0.832136157407736,3.47788995679225,4.30926231089191,0.56476193942722,0.168715966675307,1.54999809233396,2.22152108860838,0.769924846669137,2.13962524817303,1.460373411181,5.31548439333796,1.62799993360415,2.58804685947011,5.49595901577513,4.04722464487276,0.406326533757858,0.255968020125095,0.11625555242495,6.0,0.0301474539010755,0.415857037252394,0.0031444484220605,0.0016132086634593,0.206719581787229,2.23468014986748,1.06746303311453,1.81883632235598,0.741459543613911,0.0784342412830709,4.80183410304372,1.41039830701494,2.97455308486344,0.493566219904585,0.324798358279941,1.8362474107014,1.30182053778951,0.445466484242212,0.829658140375221,0.003359275752416,0.810419802828808,2.18784203916108,0.85718127985721,3.48479727514552,1.36108614723732,0.17098440361184,0.0339804163336486,0.0401519040315938,1.22285244617223,0.0220927695879542,5.68280007240496,0.063192864985966,2.49325234894417,4.34115224854944,0.0020290860221657,0.890445542514866,0.793283372058429,1.55133600775701,0.780686230830154,0.894177281159028,0.164639156733213,0.003619360984705,0.194902034895153,0.0485149703914249,0.514322432935303,0.706618224414392,2.50701549250711,1.51087929860194,0.0342393241111959,1.68991104195848,0.0160025739476317,0.867159481649993,2.61442169118815
0.262905874359736,0.06923008635383,0.183847886669666,0.0230761154737133,0.376728586010461,0.0,0.0923055418434168,0.453086796628209,0.267948881672773,0.133635160582582,0.678263288463762,0.227496032991098,0.0783519411013795,0.3494072842193,0.0375197953534883,0.0270428267387013,0.563685139416907,0.0218978229209997,0.217753826296539,0.253843755300164,0.666524448258487,3.22149699549924,0.264742014713716,0.217815649557301,1.23410066888261,0.390494150749923,0.0923062306942286,0.150437962263143,0.0,6.0,0.0095907285874826,0.0184688326147329,0.0,0.0,0.0687986291947299,1.22307503413871,0.525856905876995,0.515116412045157,0.161536486159737,0.0268046347922475,1.31382044052641,0.488447819079602,1.50179275021837,0.204771241804374,0.247050954712396,0.348958563995754,0.0096163238746329,0.0923060516995566,0.154849025050821,0.0,0.162018851530094,0.744824112976933,0.207690475276082,1.09560388333522,0.770907976564042,0.0067447027993504,0.0252145962278008,0.0,0.221327310430692,0.0,1.41963729898221,0.0748910731317351,1.29711595947408,0.3808306756823,0.0,0.401249273019478,0.360683990946521,0.527217125658499,0.421219942438056,0.158280596547707,0.0692297206924251,0.0,0.130660816469231,0.0227448892726538,0.217942661111865,0.588515990928143,0.864763105863909,0.480969498326095,0.034148149484947,0.810525756852587,0.0,0.259963176629982,1.44663517632474
