Gene	GF-H3K9ac_1	CV-H3K9ac_3	CV-H3K9ac_2	CV-H3K9ac_1	GF-H3K9ac_2	GF-H3K9ac_3	GF-H3K9ac_4	CV-H3K9ac_6	CV-H3K9ac_5	CV-H3K9ac_4
0610009B22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610009E02Rik	18.0	8.0	10.0	8.0	32.0	14	15.0	1.0	1.0	4.0
0610009L18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610010F05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610010K14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610012G03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610025J13Rik	44.0	34.0	15.0	20.0	26.0	20	27.0	7.0	2.0	13.0
0610031O16Rik	15.0	27.0	5.0	8.0	26.0	25	27.0	3.0	2.0	5.0
0610039H22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
0610039K10Rik	22.0	19.0	10.0	10.0	20.0	24	24.0	3.0	4.0	6.0
0610040B10Rik	164.0	99.0	18.0	21.0	195.0	202	279.0	4.0	15.0	13.0
0610040J01Rik	683.0	467.0	23.0	25.0	351.0	613	817.0	10.0	35.0	19.0
0610043K17Rik	21.0	15.0	3.0	7.0	19.0	21	23.0	0.0	2.0	4.0
1100001I12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110002E22Rik	26.0	43.0	7.0	13.0	57.0	33	32.0	3.0	4.0	5.0
1110002J07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110002L01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110002O04Rik	10.0	15.0	2.0	7.0	17.0	20	13.0	4.0	3.0	2.0
1110006O24Rik	17.0	18.0	4.0	8.0	18.0	11	8.0	2.0	2.0	4.0
1110008P14Rik	39.0	32.0	2.0	8.0	33.0	35	24.0	5.0	3.0	6.0
1110015O18Rik	8.0	20.0	5.0	6.0	20.0	15	12.0	2.0	1.0	2.0
1110017D15Rik	119.0	83.0	27.0	21.0	104.0	132	112.0	5.0	5.0	22.0
1110018N20Rik	135.0	72.0	30.0	30.0	131.0	106	112.0	6.0	25.0	22.0
1110020A21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110025L11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110025M09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110028F11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110032F04Rik	8.0	20.0	5.0	10.0	26.0	18	13.0	3.0	2.0	5.0
1110038B12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110038F14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110046J04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110051M20Rik	29.0	26.0	14.0	7.0	37.0	23	51.0	4.0	9.0	8.0
1110057P08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110058D11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110059E24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1110065P20Rik	55.0	67.0	16.0	11.0	61.0	32	64.0	1.0	5.0	7.0
1190007I07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1300002E11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500002C15Rik	22.0	34.0	5.0	7.0	32.0	35	18.0	1.0	3.0	6.0
1500004A13Rik	35.0	35.0	2.0	8.0	33.0	25	33.0	2.0	2.0	1.0
1500009C09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500009L16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500011B03Rik	29.0	23.0	10.0	6.0	20.0	17	19.0	3.0	11.0	2.0
1500015A07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500015L24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500026H17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1500035N22Rik	17.0	19.0	8.0	5.0	20.0	22	26.0	1.0	2.0	6.0
1520401A03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600002D24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600012H06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600012P17Rik	9.0	18.0	2.0	6.0	23.0	12	5.0	6.0	3.0	5.0
1600014C23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600015H23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600019K03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1600023N17Rik	10.0	15.0	4.0	8.0	20.0	17	9.0	3.0	0.0	1.0
1700001C19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001F09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001G01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001G11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001G17Rik	14.0	14.0	4.0	4.0	18.0	15	8.0	2.0	2.0	6.0
1700001J03Rik	44.0	50.0	13.0	12.0	54.0	30	29.0	5.0	5.0	12.0
1700001J04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001K19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001K23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001L05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001L19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700001O22Rik	336.0	251.0	33.0	31.0	255.0	259	221.0	16.0	24.0	36.0
1700001P01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700003C15Rik	4.0	15.0	7.0	6.0	8.0	17	8.0	0.0	0.0	6.0
1700003D09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700003F12Rik	139.0	75.0	12.0	6.0	139.0	145	226.0	5.0	7.0	2.0
1700003H04Rik	5.0	15.0	0.0	6.0	18.0	10	7.0	5.0	1.0	1.0
1700003I22Rik	10.0	20.0	10.0	4.0	21.0	12	8.0	4.0	2.0	1.0
1700003L19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700003M07Rik	85.0	49.0	18.0	15.0	59.0	86	82.0	5.0	5.0	7.0
1700003P14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700006A11Rik	10.0	18.0	4.0	6.0	16.0	12	10.0	3.0	2.0	2.0
1700006F04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700006H20Rik	41.0	35.0	6.0	15.0	59.0	39	43.0	1.0	1.0	1.0
1700006H21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700007E05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700007F19Rik	11.0	15.0	2.0	6.0	22.0	13	4.0	2.0	5.0	6.0
1700007J10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700007K13Rik	16.0	15.0	3.0	8.0	22.0	19	14.0	3.0	0.0	1.0
1700007L15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700007P06Rik	14.0	12.0	5.0	9.0	24.0	16	3.0	1.0	1.0	2.0
1700008C04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700008K24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700008P02Rik	6.0	11.0	1.0	8.0	17.0	13	5.0	1.0	1.0	5.0
1700009J07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700009N14Rik	12.0	17.0	4.0	3.0	15.0	15	9.0	1.0	3.0	4.0
1700010B08Rik	20.0	23.0	7.0	1.0	23.0	18	23.0	3.0	4.0	5.0
1700010G06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700010H22Rik	13.0	21.0	7.0	8.0	14.0	20	19.0	1.0	1.0	2.0
1700010I02Rik	16.0	17.0	4.0	8.0	17.0	8	9.0	3.0	7.0	2.0
1700010I14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700010J16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700010K23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700011B04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700012B07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700012D01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700012D16Rik	9.0	27.0	8.0	5.0	14.0	17	9.0	1.0	1.0	2.0
1700012H19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700012I11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700012P22Rik	12.0	24.0	3.0	13.0	34.0	11	11.0	2.0	0.0	2.0
1700013F07Rik	252.0	176.0	8.0	19.0	336.0	280	357.0	5.0	11.0	10.0
1700013G24Rik	22.0	23.0	8.0	3.0	23.0	22	21.0	5.0	3.0	6.0
1700013N06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700014D04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700015C15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016B01Rik	19.0	16.0	6.0	14.0	30.0	31	11.0	1.0	2.0	5.0
1700016C15Rik	130.0	97.0	28.0	16.0	144.0	137	184.0	5.0	11.0	10.0
1700016C19Rik	43.0	35.0	5.0	9.0	30.0	49	26.0	4.0	3.0	12.0
1700016G22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016H13Rik	232.0	97.0	39.0	21.0	136.0	264	478.0	3.0	7.0	21.0
1700016J18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016K05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016K19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016L04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700016L21Rik	7.0	15.0	7.0	7.0	14.0	12	15.0	1.0	3.0	2.0
1700017G19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700017J07Rik	27.0	23.0	6.0	9.0	22.0	20	21.0	1.0	4.0	0.0
1700017L05Rik	9.0	30.0	3.0	8.0	22.0	12	7.0	2.0	2.0	2.0
1700017M07Rik	8.0	20.0	2.0	10.0	24.0	12	10.0	4.0	1.0	4.0
1700017N19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700018A04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700018B24Rik	7.0	22.0	5.0	4.0	26.0	5	5.0	3.0	1.0	1.0
1700018F24Rik	93.0	34.0	9.0	9.0	59.0	85	131.0	2.0	2.0	5.0
1700018L02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700019A02Rik	27.0	21.0	7.0	13.0	44.0	10	13.0	1.0	5.0	1.0
1700019C18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700019D03Rik	70.0	102.0	22.0	40.0	143.0	47	69.0	3.0	6.0	16.0
1700019E08Rik	16.0	19.0	3.0	9.0	13.0	13	16.0	1.0	2.0	2.0
1700019F05Rik	266.0	174.0	20.0	22.0	264.0	246	330.0	8.0	20.0	23.0
1700019M22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700019N19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700019P21Rik	7.0	25.0	10.0	2.0	20.0	18	15.0	5.0	3.0	2.0
1700020A23Rik	44.0	24.0	7.0	7.0	47.0	42	21.0	3.0	4.0	2.0
1700020D12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700020G17Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700020L24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700020N01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700020N18Rik	21.0	36.0	5.0	9.0	27.0	19	25.0	3.0	6.0	6.0
1700021F02Rik	16.0	16.0	4.0	8.0	13.0	19	16.0	1.0	3.0	2.0
1700021F07Rik	15.0	23.0	5.0	6.0	21.0	19	13.0	2.0	3.0	6.0
1700021G15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700021L23Rik	19.0	10.0	5.0	6.0	17.0	19	19.0	1.0	2.0	3.0
1700021N21Rik	19.0	39.0	6.0	10.0	26.0	34	21.0	3.0	1.0	5.0
1700022A21Rik	27.0	18.0	8.0	6.0	27.0	7	21.0	7.0	5.0	5.0
1700022A22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700022E09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700022H01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700022H16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700022I11Rik	13.0	16.0	7.0	6.0	25.0	14	10.0	4.0	1.0	3.0
1700022N22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700023C21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700023D09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700023F02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700023G09Rik	16.0	24.0	14.0	26.0	19.0	32	22.0	6.0	3.0	1.0
1700024B05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700024B18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700024G13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700024I08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700024J04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025B11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025C18Rik	19.0	19.0	4.0	8.0	18.0	13	19.0	5.0	5.0	1.0
1700025D23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025F24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025G04Rik	76.0	45.0	16.0	21.0	102.0	84	63.0	4.0	14.0	16.0
1700025H01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025K04Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025K24Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700025M24Rik	14.0	14.0	6.0	8.0	16.0	20	7.0	5.0	2.0	5.0
1700025O08Rik	10.0	18.0	3.0	5.0	11.0	11	5.0	4.0	1.0	4.0
1700026D11Rik	15.0	14.0	7.0	7.0	19.0	18	17.0	3.0	4.0	4.0
1700026J12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700027A15Rik	23.0	44.0	9.0	15.0	35.0	33	22.0	1.0	2.0	5.0
1700027F09Rik	157.0	113.0	15.0	12.0	160.0	184	232.0	3.0	8.0	12.0
1700027H10Rik	8.0	9.0	1.0	4.0	13.0	10	4.0	0.0	0.0	1.0
1700027J07Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700028D13Rik	26.0	26.0	3.0	5.0	23.0	35	34.0	3.0	6.0	3.0
1700028I16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700028K03Rik	20.0	24.0	6.0	5.0	23.0	27	21.0	1.0	3.0	5.0
1700028M03Rik	14.0	21.0	6.0	8.0	17.0	20	3.0	0.0	2.0	2.0
1700028P14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700028P15Rik	16.0	23.0	5.0	7.0	15.0	15	12.0	4.0	4.0	3.0
1700029F12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700029I15Rik	20.0	16.0	4.0	12.0	32.0	27	21.0	1.0	0.0	1.0
1700029J03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700029M03Rik	43.0	33.0	9.0	5.0	54.0	37	59.0	2.0	3.0	3.0
1700029M20Rik	539.0	379.0	41.0	24.0	570.0	525	747.0	13.0	47.0	30.0
1700029N11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700029P11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030A11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030C10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030C12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030C14Rik	12.0	21.0	1.0	4.0	23.0	18	26.0	1.0	2.0	4.0
1700030I03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030L20Rik	14.0	21.0	2.0	10.0	26.0	13	17.0	0.0	3.0	2.0
1700030L22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030N03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700030O20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700031A10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700031L13Rik	6.0	14.0	3.0	9.0	21.0	14	6.0	1.0	0.0	0.0
1700031M16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700031P21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700034B16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700034E13Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700034G24Rik	11.0	21.0	5.0	5.0	17.0	10	8.0	2.0	3.0	1.0
1700034H15Rik	85.0	36.0	8.0	9.0	71.0	74	106.0	6.0	4.0	3.0
1700034I23Rik	7.0	18.0	2.0	7.0	23.0	13	16.0	5.0	1.0	2.0
1700034P13Rik	15.0	17.0	5.0	2.0	24.0	23	26.0	4.0	4.0	0.0
1700036G14Rik	9.0	21.0	6.0	7.0	27.0	18	11.0	3.0	1.0	3.0
1700037C18Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700037F03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700037H04Rik	34.0	43.0	9.0	11.0	41.0	54	44.0	1.0	11.0	6.0
1700039E22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700039I01Rik	18.0	15.0	1.0	9.0	18.0	19	10.0	1.0	6.0	2.0
1700039M10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700040D17Rik	16.0	18.0	4.0	7.0	28.0	15	23.0	2.0	2.0	4.0
1700040K01Rik	29.0	28.0	4.0	7.0	27.0	25	38.0	1.0	0.0	3.0
1700040P09Rik	28.0	28.0	4.0	8.0	42.0	33	24.0	5.0	4.0	2.0
1700041A01Rik	5.0	19.0	4.0	4.0	18.0	11	8.0	4.0	1.0	3.0
1700041B01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700041I07Rik	17.0	28.0	2.0	2.0	30.0	24	26.0	5.0	5.0	2.0
1700041M19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700042G07Rik	31.0	13.0	3.0	12.0	25.0	20	16.0	2.0	2.0	7.0
1700042G15Rik	13.0	19.0	8.0	5.0	17.0	19	29.0	1.0	0.0	3.0
1700042O10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700044C05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700044K03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700045H11Rik	31.0	21.0	5.0	7.0	32.0	30	38.0	5.0	4.0	5.0
1700046C09Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700047E10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700047F07Rik	18.0	23.0	6.0	9.0	19.0	18	16.0	2.0	2.0	4.0
1700047G03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700047L14Rik	18.0	18.0	2.0	4.0	29.0	13	11.0	1.0	3.0	4.0
1700047M11Rik	29.0	25.0	9.0	7.0	23.0	25	39.0	3.0	3.0	9.0
1700048B10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700048F04Rik	7.0	14.0	6.0	8.0	17.0	14	11.0	3.0	1.0	2.0
1700048M11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700048O14Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700049E17Rik1	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700049E17Rik2	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700049J03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700049L16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700051A21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700052H01Rik	42.0	34.0	8.0	9.0	62.0	53	55.0	4.0	7.0	3.0
1700052I22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700052K11Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700054A03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700054M17Rik	15.0	17.0	3.0	8.0	24.0	13	17.0	1.0	1.0	2.0
1700054O19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700055D18Rik	186.0	148.0	13.0	20.0	191.0	186	267.0	4.0	24.0	15.0
1700055K11Rik	20.0	9.0	5.0	5.0	29.0	17	13.0	4.0	0.0	6.0
1700055L01Rik	21.0	23.0	7.0	7.0	17.0	22	17.0	5.0	3.0	4.0
1700056E22Rik	20.0	14.0	10.0	9.0	25.0	21	27.0	3.0	1.0	3.0
1700057H15Rik	13.0	20.0	6.0	8.0	20.0	14	17.0	5.0	2.0	4.0
1700057H21Rik	15.0	14.0	2.0	5.0	19.0	12	17.0	2.0	0.0	3.0
1700060C20Rik	29.0	25.0	6.0	11.0	33.0	47	63.0	6.0	2.0	1.0
1700060J05Rik	15.0	21.0	5.0	7.0	33.0	18	22.0	1.0	1.0	3.0
1700061F12Rik	3.0	18.0	5.0	8.0	19.0	17	6.0	0.0	4.0	1.0
1700061I17Rik	22.0	16.0	4.0	8.0	24.0	29	15.0	4.0	1.0	2.0
1700061J23Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700062C10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700063A18Rik	12.0	20.0	3.0	7.0	23.0	10	0.0	1.0	1.0	4.0
1700063O14Rik	17.0	9.0	6.0	9.0	29.0	9	16.0	1.0	3.0	1.0
1700064J06Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700064M15Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700065I16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700065J18Rik	26.0	16.0	6.0	8.0	24.0	25	24.0	4.0	0.0	4.0
1700065O20Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700066B17Rik	17.0	24.0	6.0	11.0	25.0	13	12.0	0.0	5.0	3.0
1700066B19Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700066C05Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700066J03Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700066M21Rik	19.0	16.0	3.0	11.0	23.0	17	20.0	3.0	1.0	2.0
1700066N21Rik	12.0	21.0	1.0	10.0	27.0	9	10.0	1.0	0.0	2.0
1700066O22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700067G17Rik	16.0	24.0	6.0	3.0	18.0	18	26.0	3.0	4.0	4.0
1700067P10Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700069L16Rik	32.0	27.0	8.0	13.0	30.0	38	37.0	3.0	6.0	3.0
1700071G01Rik	18.0	14.0	1.0	7.0	23.0	27	21.0	2.0	3.0	3.0
1700071K01Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700071M16Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700072F12Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700072I22Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700074H08Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700080G11Rik	29.0	15.0	11.0	8.0	27.0	29	34.0	2.0	3.0	8.0
1700080N15Rik	8.0	14.0	12.0	10.0	14.0	15	12.0	5.0	1.0	1.0
1700081B01Rik	4.0	16.0	4.0	5.0	12.0	10	4.0	0.0	1.0	3.0
1700081H04Rik	11.0	13.0	5.0	3.0	12.0	14	4.0	2.0	3.0	1.0
1700083H02Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700084D21Rik	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0
1700084E18Rik	28.0	20.0	4.0	11.0	46.0	40	44.0	2.0	4.0	7.0
